label,exp,tier,dist,problema,M,N,it,logged,early,V_51i,P_51i,51i_lag1,51i_lag2,51i_lag3,51i-1_lag1,51i-1_lag2,51i-1_lag3,51i-50_lag1,51i-50_lag2,51i-50_lag3
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,7,170.0,False,139.0,101.0,6.0,13.0,37.0,3.0,14.0,55.0,-2.0,16.0,41.0
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,8,158.0,False,148.0,101.0,9.0,15.0,22.0,12.0,15.0,26.0,27.0,25.0,43.0
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,9,151.0,False,165.0,102.0,17.0,26.0,32.0,12.0,24.0,27.0,12.0,39.0,37.0
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,10,138.0,False,177.0,98.0,12.0,29.0,38.0,18.0,30.0,42.0,-16.0,-4.0,23.0
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,11,129.0,False,182.0,102.0,5.0,17.0,34.0,2.0,20.0,32.0,13.0,-3.0,9.0
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,12,125.0,False,183.0,100.0,1.0,6.0,18.0,7.0,9.0,27.0,32.0,45.0,29.0
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,13,118.0,False,190.0,102.0,7.0,8.0,13.0,-1.0,6.0,8.0,5.0,37.0,50.0
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,14,117.0,False,188.0,100.0,-2.0,5.0,6.0,2.0,1.0,8.0,7.0,12.0,44.0
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,15,113.0,False,188.0,99.0,0.0,-2.0,5.0,3.0,5.0,4.0,-40.0,-33.0,-28.0
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,16,109.0,False,204.0,102.0,16.0,16.0,14.0,9.0,12.0,14.0,40.0,0.0,7.0
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,17,103.0,False,209.0,100.0,5.0,21.0,21.0,10.0,19.0,22.0,-28.0,12.0,-28.0
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,18,96.0,False,219.0,102.0,10.0,15.0,31.0,8.0,18.0,27.0,46.0,18.0,58.0
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,19,85.0,False,227.0,102.0,8.0,18.0,23.0,11.0,19.0,29.0,11.0,57.0,29.0
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,20,77.0,False,227.0,102.0,0.0,8.0,18.0,0.0,11.0,19.0,4.0,15.0,61.0
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,21,75.0,False,237.0,103.0,10.0,10.0,18.0,1.0,1.0,12.0,4.0,8.0,19.0
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,22,70.0,False,237.0,102.0,0.0,10.0,10.0,7.0,8.0,8.0,12.0,16.0,20.0
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,23,65.0,False,234.0,99.0,-3.0,-3.0,7.0,0.0,7.0,8.0,-2.0,10.0,14.0
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,24,63.0,False,241.0,102.0,7.0,4.0,4.0,3.0,3.0,10.0,-2.0,-4.0,8.0
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,25,61.0,False,242.0,102.0,1.0,8.0,5.0,1.0,4.0,4.0,6.0,4.0,2.0
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,26,60.0,False,241.0,101.0,-1.0,0.0,7.0,1.0,2.0,5.0,2.0,8.0,6.0
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,27,62.0,False,244.0,102.0,3.0,2.0,3.0,-2.0,-1.0,0.0,-1.0,1.0,7.0
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,28,58.0,False,246.0,101.0,2.0,5.0,4.0,3.0,1.0,2.0,2.0,1.0,3.0
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,29,52.0,False,251.0,103.0,5.0,7.0,10.0,11.0,14.0,12.0,-12.0,-10.0,-11.0
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,30,50.0,False,253.0,102.0,2.0,7.0,9.0,-1.0,10.0,13.0,15.0,3.0,5.0
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,31,47.0,False,260.0,103.0,7.0,9.0,14.0,5.0,4.0,15.0,7.0,22.0,10.0
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,32,46.0,False,258.0,103.0,-2.0,5.0,7.0,0.0,5.0,4.0,6.0,13.0,28.0
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,33,46.0,False,260.0,103.0,2.0,0.0,7.0,1.0,1.0,6.0,-2.0,4.0,11.0
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,34,45.0,False,259.0,102.0,-1.0,1.0,-1.0,1.0,2.0,2.0,1.0,-1.0,5.0
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,35,43.0,False,262.0,101.0,3.0,2.0,4.0,4.0,5.0,6.0,2.0,3.0,1.0
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,36,38.0,False,263.0,100.0,1.0,4.0,3.0,-2.0,2.0,3.0,1.0,3.0,4.0
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,37,32.0,False,266.0,100.0,3.0,4.0,7.0,3.0,1.0,5.0,3.0,4.0,6.0
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,38,28.0,False,264.0,99.0,-2.0,1.0,2.0,0.0,3.0,1.0,1.0,4.0,5.0
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,39,27.0,False,268.0,100.0,4.0,2.0,5.0,5.0,5.0,8.0,-3.0,-2.0,1.0
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,40,29.0,False,272.0,101.0,4.0,8.0,6.0,0.0,5.0,5.0,5.0,2.0,3.0
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,41,27.0,False,270.0,99.0,-2.0,2.0,6.0,0.0,0.0,5.0,4.0,9.0,6.0
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,42,23.0,False,277.0,99.0,7.0,5.0,9.0,1.0,1.0,1.0,1.0,5.0,10.0
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,43,21.0,False,285.0,100.0,8.0,15.0,13.0,8.0,9.0,9.0,4.0,5.0,9.0
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,44,18.0,False,286.0,100.0,1.0,9.0,16.0,4.0,12.0,13.0,8.0,12.0,13.0
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,45,16.0,False,288.0,101.0,2.0,3.0,11.0,4.0,8.0,16.0,1.0,9.0,13.0
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,46,15.0,False,290.0,101.0,2.0,4.0,5.0,-1.0,3.0,7.0,2.0,3.0,11.0
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,47,13.0,False,294.0,102.0,4.0,6.0,8.0,5.0,4.0,8.0,2.0,4.0,5.0
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,48,11.0,False,295.0,102.0,1.0,5.0,7.0,1.0,6.0,5.0,4.0,6.0,8.0
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,49,9.0,False,296.0,102.0,1.0,2.0,6.0,1.0,2.0,7.0,1.0,5.0,7.0
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,50,8.0,False,295.0,102.0,-1.0,0.0,1.0,-1.0,0.0,1.0,1.0,2.0,6.0
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,51,6.0,False,299.0,102.0,4.0,3.0,4.0,3.0,2.0,3.0,-1.0,0.0,1.0
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,52,3.0,False,306.0,102.0,7.0,11.0,10.0,1.0,4.0,3.0,4.0,3.0,4.0
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,53,1.0,False,306.0,102.0,0.0,7.0,11.0,8.0,9.0,12.0,7.0,11.0,10.0
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,54,1.0,False,306.0,102.0,0.0,0.0,7.0,-1.0,7.0,8.0,0.0,7.0,11.0
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,55,1.0,False,306.0,102.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,7.0
swap_big-mvns_DTLZ2,sweep-big-mvns,big,mvns,DTLZ2,3,50000,56,0.0,True,306.0,102.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
swap_big-mvns_WFG9,sweep-big-mvns,big,mvns,WFG9,2,50000,1,1.0,False,2.0,27.0,,,,,,,,,
swap_big-mvns_WFG9,sweep-big-mvns,big,mvns,WFG9,2,50000,2,1.0,False,2.0,28.0,0.0,,,2.0,,,2.0,,
swap_big-mvns_WFG9,sweep-big-mvns,big,mvns,WFG9,2,50000,3,1.0,False,5.0,30.0,3.0,3.0,,0.0,2.0,,0.0,2.0,
swap_big-mvns_WFG9,sweep-big-mvns,big,mvns,WFG9,2,50000,4,1.0,False,75.0,38.0,70.0,73.0,73.0,67.0,67.0,69.0,3.0,3.0,5.0
swap_big-mvns_WFG9,sweep-big-mvns,big,mvns,WFG9,2,50000,5,1.0,False,4.0,2.0,-71.0,-1.0,2.0,-65.0,2.0,2.0,-1.0,2.0,2.0
swap_big-mvns_WFG9,sweep-big-mvns,big,mvns,WFG9,2,50000,6,15.0,False,44.0,28.0,40.0,-31.0,39.0,40.0,-25.0,42.0,0.0,-1.0,2.0
swap_big-mvns_WFG9,sweep-big-mvns,big,mvns,WFG9,2,50000,7,15.0,False,100.0,50.0,56.0,96.0,25.0,56.0,96.0,31.0,32.0,32.0,31.0
swap_big-mvns_WFG9,sweep-big-mvns,big,mvns,WFG9,2,50000,8,0.0,True,100.0,50.0,0.0,56.0,96.0,0.0,56.0,96.0,56.0,88.0,88.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,1,1.0,False,2.0,47.0,,,,,,,,,
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,2,1.0,False,2.0,48.0,0.0,,,0.0,,,2.0,,
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,3,1.0,False,4.0,48.0,2.0,2.0,,2.0,2.0,,0.0,2.0,
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,4,1.0,False,9.0,49.0,5.0,7.0,7.0,1.0,3.0,3.0,1.0,1.0,3.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,5,1.0,False,18.0,48.0,9.0,14.0,16.0,13.0,14.0,16.0,6.0,7.0,7.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,6,65.0,False,47.0,43.0,29.0,38.0,43.0,27.0,40.0,41.0,6.0,12.0,13.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,7,32.0,False,39.0,42.0,-8.0,21.0,30.0,-6.0,21.0,34.0,19.0,25.0,31.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,8,31.0,False,48.0,46.0,9.0,1.0,30.0,12.0,6.0,33.0,-4.0,15.0,21.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,9,26.0,False,56.0,44.0,8.0,17.0,9.0,5.0,17.0,11.0,15.0,11.0,30.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,10,19.0,False,53.0,42.0,-3.0,5.0,14.0,-5.0,0.0,12.0,10.0,25.0,21.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,11,22.0,False,59.0,46.0,6.0,3.0,11.0,11.0,6.0,11.0,-1.0,9.0,24.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,12,27.0,False,58.0,46.0,-1.0,5.0,2.0,-3.0,8.0,3.0,3.0,2.0,12.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,13,26.0,False,58.0,45.0,0.0,-1.0,5.0,0.0,-3.0,8.0,-1.0,2.0,1.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,14,26.0,False,57.0,45.0,-1.0,-1.0,-2.0,-1.0,-1.0,-4.0,-4.0,-5.0,-2.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,15,29.0,False,59.0,46.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,0.0,-1.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,16,31.0,False,59.0,47.0,0.0,2.0,1.0,0.0,2.0,1.0,-3.0,1.0,-3.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,17,30.0,False,62.0,46.0,3.0,3.0,5.0,3.0,3.0,5.0,4.0,1.0,5.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,18,35.0,False,56.0,46.0,-6.0,-3.0,-3.0,-6.0,-3.0,-3.0,4.0,8.0,5.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,19,39.0,False,59.0,46.0,3.0,-3.0,0.0,3.0,-3.0,0.0,-6.0,-2.0,2.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,20,38.0,False,56.0,45.0,-3.0,0.0,-6.0,-3.0,0.0,-6.0,-2.0,-8.0,-4.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,21,40.0,False,58.0,46.0,2.0,-1.0,2.0,2.0,-1.0,2.0,2.0,0.0,-6.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,22,38.0,False,58.0,45.0,0.0,2.0,-1.0,0.0,2.0,-1.0,-3.0,-1.0,-3.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,23,37.0,False,58.0,45.0,0.0,0.0,2.0,1.0,1.0,3.0,3.0,0.0,2.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,24,36.0,False,60.0,45.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,3.0,0.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,25,35.0,False,58.0,44.0,-2.0,0.0,0.0,-1.0,0.0,1.0,5.0,5.0,8.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,26,37.0,False,59.0,45.0,1.0,-1.0,1.0,0.0,-1.0,0.0,-3.0,2.0,2.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,27,37.0,False,60.0,44.0,1.0,2.0,0.0,1.0,1.0,0.0,-1.0,-4.0,1.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,28,37.0,False,59.0,44.0,-1.0,0.0,1.0,-1.0,0.0,0.0,5.0,4.0,1.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,29,35.0,False,63.0,44.0,4.0,3.0,4.0,4.0,3.0,4.0,-3.0,2.0,1.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,30,31.0,False,65.0,45.0,2.0,6.0,5.0,2.0,6.0,5.0,5.0,2.0,7.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,31,31.0,False,62.0,44.0,-3.0,-1.0,3.0,-3.0,-1.0,3.0,-2.0,3.0,0.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,32,31.0,False,64.0,44.0,2.0,-1.0,1.0,2.0,-1.0,1.0,1.0,-1.0,4.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,33,29.0,False,66.0,45.0,2.0,4.0,1.0,2.0,4.0,1.0,2.0,3.0,1.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,34,27.0,False,65.0,44.0,-1.0,1.0,3.0,-1.0,1.0,3.0,0.0,2.0,3.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,35,28.0,False,63.0,44.0,-2.0,-3.0,-1.0,-2.0,-3.0,-1.0,1.0,1.0,3.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,36,29.0,False,64.0,44.0,1.0,-1.0,-2.0,1.0,-1.0,-2.0,-3.0,-2.0,-2.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,37,27.0,False,66.0,45.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,-1.0,0.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,38,26.0,False,66.0,45.0,0.0,2.0,3.0,0.0,2.0,3.0,-1.0,1.0,-2.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,39,27.0,False,67.0,45.0,1.0,1.0,3.0,3.0,3.0,5.0,3.0,2.0,4.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,40,26.0,False,68.0,45.0,1.0,2.0,2.0,-1.0,2.0,2.0,1.0,4.0,3.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,41,22.0,False,68.0,44.0,0.0,1.0,2.0,0.0,-1.0,2.0,0.0,1.0,4.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,42,20.0,False,68.0,44.0,0.0,0.0,1.0,0.0,0.0,-1.0,1.0,1.0,2.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,43,19.0,False,69.0,44.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,44,18.0,False,69.0,44.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,45,17.0,False,70.0,44.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,46,15.0,False,71.0,44.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,47,13.0,False,83.0,44.0,12.0,13.0,14.0,1.0,2.0,3.0,1.0,2.0,2.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,48,12.0,False,84.0,44.0,1.0,13.0,14.0,13.0,14.0,15.0,12.0,13.0,14.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,49,10.0,False,85.0,44.0,1.0,2.0,14.0,0.0,13.0,14.0,1.0,13.0,14.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,50,8.0,False,85.0,44.0,0.0,1.0,2.0,0.0,0.0,13.0,1.0,2.0,14.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,51,7.0,False,86.0,44.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,52,8.0,False,86.0,45.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,53,8.0,False,88.0,45.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,54,7.0,False,89.0,46.0,1.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,55,8.0,False,87.0,45.0,-2.0,-1.0,1.0,-2.0,-1.0,1.0,-1.0,1.0,2.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,56,7.0,False,88.0,45.0,1.0,-1.0,0.0,1.0,-1.0,0.0,0.0,-1.0,1.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,57,5.0,False,89.0,45.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,58,3.0,False,90.0,45.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,59,2.0,False,90.0,45.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,3.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,60,1.0,False,90.0,45.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0
swap_big-mvns_ZDT1,sweep-big-mvns,big,mvns,ZDT1,2,50000,61,0.0,True,90.0,45.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,50000,1,1.0,False,2.0,44.0,,,,,,,,,
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,50000,2,1.0,False,21.0,27.0,19.0,,,34.0,,,1.0,,
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,50000,3,1.0,False,48.0,47.0,27.0,46.0,,7.0,41.0,,24.0,25.0,
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,50000,4,1.0,False,51.0,50.0,3.0,30.0,49.0,8.0,15.0,49.0,10.0,34.0,35.0
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,50000,5,1.0,False,53.0,49.0,2.0,5.0,32.0,4.0,12.0,19.0,11.0,21.0,45.0
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,50000,6,48.0,False,55.0,50.0,2.0,4.0,7.0,1.0,5.0,13.0,4.0,15.0,25.0
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,50000,7,47.0,False,59.0,50.0,4.0,6.0,8.0,2.0,3.0,7.0,0.0,4.0,15.0
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,50000,8,41.0,False,63.0,49.0,4.0,8.0,10.0,5.0,7.0,8.0,4.0,4.0,8.0
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,50000,9,38.0,False,61.0,50.0,-2.0,2.0,6.0,-1.0,4.0,6.0,0.0,4.0,4.0
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,50000,10,37.0,False,60.0,50.0,-1.0,-3.0,1.0,-1.0,-2.0,3.0,0.0,0.0,4.0
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,50000,11,33.0,False,61.0,50.0,1.0,0.0,-2.0,0.0,-1.0,-2.0,6.0,6.0,6.0
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,50000,12,32.0,False,61.0,50.0,0.0,1.0,0.0,1.0,1.0,0.0,-3.0,3.0,3.0
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,50000,13,31.0,False,62.0,50.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,7.0
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,50000,14,29.0,False,63.0,50.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,5.0,2.0
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,50000,15,27.0,False,84.0,48.0,21.0,22.0,23.0,1.0,2.0,3.0,-1.0,0.0,4.0
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,50000,16,24.0,False,90.0,50.0,6.0,27.0,28.0,26.0,27.0,28.0,17.0,16.0,17.0
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,50000,17,21.0,False,91.0,50.0,1.0,7.0,28.0,1.0,27.0,28.0,11.0,28.0,27.0
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,50000,18,19.0,False,92.0,50.0,1.0,2.0,8.0,1.0,2.0,28.0,2.0,13.0,30.0
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,50000,19,17.0,False,93.0,50.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,3.0,14.0
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,50000,20,15.0,False,94.0,50.0,1.0,2.0,3.0,1.0,2.0,3.0,-5.0,-4.0,-2.0
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,50000,21,13.0,False,95.0,50.0,1.0,2.0,3.0,1.0,2.0,3.0,7.0,2.0,3.0
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,50000,22,12.0,False,95.0,50.0,0.0,1.0,2.0,0.0,1.0,2.0,-4.0,3.0,-2.0
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,50000,23,11.0,False,96.0,50.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,1.0,8.0
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,50000,24,9.0,False,97.0,50.0,1.0,2.0,2.0,1.0,2.0,2.0,-1.0,4.0,0.0
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,50000,25,7.0,False,98.0,50.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,7.0
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,50000,26,5.0,False,99.0,50.0,1.0,2.0,3.0,1.0,2.0,3.0,-1.0,2.0,1.0
swap_big-mvns_ZDT4,sweep-big-mvns,big,mvns,ZDT4,2,50000,27,4.0,False,99.0,50.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,-1.0,2.0
